,,TOTAL,,,,,BUY,,,,,SELL,,,,,Net Flows,,,,
Date,Total Turnover,Retail,Institutional,Foreign,Regional,Local,Retail,Institutional,Local,Foreign,Regional,Retail,Institutional,Local,Foreign,Regional,Retail,Institutional,Local,Foreign,Regional
"November 7, 2012",410799373,264965595.59,145833777.42,91608260.18,35739545.45,283451567.37,257982006.24,152817366.76,269895188.06,102699843.25,38204341.69,271949184.93,138850188.07,297007946.68,80516677.11,33274749.21,-13967178.68,13967178.68,-27112758.62,22183166.14,4929592.48
"November 8, 2012",347081563,200960224.98,146121338.02,118701894.55,17354078.15,211025590.3,190894859.65,156186703.35,194365675.28,136403054.26,16312833.46,211025590.3,136055972.7,227685505.33,101347816.4,18048241.28,-20130730.65,20130730.65,-33319830.05,35055237.86,-1735407.82
"November 11, 2012",198236478,168104533.34,30131944.66,12885371.07,13281844.03,172267499.38,172862208.82,25374269.18,170681607.56,13281844.03,14273026.42,168104533.34,30131944.66,173853391.21,12290661.64,12092425.16,4757675.47,-4757675.47,-3171783.65,991182.39,2180601.26
"November 12, 2012",311470525,232357011.65,79113513.35,46409108.23,20868525.18,243881421.08,234848775.85,76621749.15,236717599,56999106.08,17753819.93,230176717.98,81293807.03,251356713.68,35819110.38,24294700.95,4672057.88,-4672057.88,-14639114.68,21179995.7,-6540881.03
"November 13, 2012",351841840,226937986.8,124903853.2,92886245.76,23221561.44,235734032.8,217790098.96,134051741.04,239956134.88,93589929.44,17943933.84,236085874.64,115755965.36,231511930.72,91830720.24,28147347.2,-18295775.68,18295775.68,8444204.16,1759209.2,-10203413.36
"November 14, 2012",372614114,216861414.35,155752699.65,123335271.73,16395021.02,232883821.25,223941082.51,148673031.49,242571788.21,114765147.11,15277178.67,209409132.07,163204981.93,223195854.29,131905396.36,17512863.36,14531950.45,-14531950.45,19375933.93,-17140249.24,-2235684.68
"November 18, 2012",279821338,224416713.08,55404624.92,31339989.86,14550709.58,233930638.57,225535998.43,54285339.57,232251710.54,27702312.46,19587493.66,223577249.06,56244088.94,235329745.26,34977667.25,9234104.15,1958749.37,-1958749.37,-3078034.72,-7275354.79,10353389.51
"November 19, 2012",402145523,295979104.93,106166418.07,71581903.09,26139459,304424160.91,307239179.57,94906343.43,307641325.1,65549720.25,28954477.66,284719030.28,117426492.72,301206996.73,78016231.46,22922294.81,22520149.29,-22520149.29,6434328.37,-12466511.21,6032182.85
"November 20, 2012",389315610,267849139.68,121466470.32,76305859.56,22580305.38,290818760.67,259284196.26,130031413.74,277971345.54,80977646.88,30755933.19,276414083.1,112901526.9,303666175.8,71634072.24,14404677.57,-17129886.84,17129886.84,-25694830.26,9343574.64,16351255.62
"November 21, 2012",335873188,218989318.58,116883869.42,72548608.61,17465405.78,245859173.62,211600108.44,124273079.56,238134090.29,78258452.8,19480644.9,226042655.52,109830532.48,253584256.94,66502891.22,15786039.84,-14442547.08,14442547.08,-15450166.65,11755561.58,3694605.07
"November 22, 2012",261745141,207040406.53,54704734.47,38214790.59,9422825.08,214107525.34,198141071.74,63604069.26,204161209.98,47637615.66,9946315.36,215939741.33,45805399.68,223792095.56,29315455.79,8637589.65,-17798669.59,17798669.59,-19630885.58,18322159.87,1308725.71
"November 25, 2012",328406019,198685641.5,129720377.51,53858587.12,34154225.98,240393205.91,176354032.2,152051986.8,206895791.97,66666421.86,54843805.17,221017250.79,107388768.21,273890619.85,41050752.38,13464646.78,-44663218.58,44663218.58,-66994827.88,25615669.48,41379158.39
"November 26, 2012",409104500,284327627.5,124776872.5,62592988.5,58092839,288418672.5,262645089,146459411,265917925,63411197.5,79775377.5,305601061.5,103503438.5,310510315.5,62592988.5,36001196,-42955972.5,42955972.5,-44592390.5,818209,43774181.5
"November 27, 2012",217182448,150724618.91,66457829.09,36921016.16,21718244.8,158543187.04,142037320.99,75145127.01,141820138.54,47128591.22,28233718.24,159411916.83,57770531.17,175483417.98,26496258.66,15202771.36,-17374595.84,17374595.84,-33663279.44,20632332.56,13030946.88
"November 28, 2012",439868698,277557148.44,162311549.56,103809012.73,41787526.31,294272158.96,295151896.36,144716801.64,292952552.87,91932557.88,54983587.25,260402269.22,179466428.78,295151896.36,115685467.57,29031334.07,34749627.14,-34749627.14,-2199343.49,-23752909.69,25952253.18
"November 29, 2012",363033181,208018012.71,155015168.29,91847394.79,43927014.9,227258771.31,224717539.04,138315641.96,223628439.5,80593366.18,58811375.32,191681519.57,171351661.43,230889103.12,103101423.4,29042654.48,33036019.47,-33036019.47,-7260663.62,-22508057.22,29768720.84
"December 2, 2012",199757655,153613636.7,46144018.31,27366798.74,15980612.4,156410243.87,159206851.04,40550803.97,155211697.94,31961224.8,12584732.27,147820664.7,51936990.3,157608789.8,22772372.67,19376492.54,11386186.34,-11386186.34,-2397091.86,9188852.13,-6791760.27
"December 3, 2012",226774482,136971787.13,89802694.87,71433961.83,16781311.67,138559208.5,134023718.86,92750763.14,129034680.26,77556872.84,20182928.9,139693080.91,87081401.09,147856962.26,65537825.3,13379694.44,-5669362.05,5669362.05,-18822282.01,12019047.55,6803234.46
"December 4, 2012",379507639,251993072.3,127514566.7,81594142.39,35673718.07,262239778.55,242884888.96,136622750.04,257685686.88,83871188.22,37950763.9,261480763.27,118026875.73,266793870.22,79317096.55,33396672.23,-18595874.31,18595874.31,-9108183.34,4554091.67,4554091.67
"December 5, 2012",358537754,228388549.3,130149204.7,73858777.32,22946416.26,261732560.42,226595860.53,131941893.47,226595860.53,113297930.26,18643963.21,230539775.82,127997978.18,297227798.07,34061086.63,27248869.3,-3943915.29,3943915.29,-70631937.54,79236843.63,-8604906.1
"December 6, 2012",406256097,218159524.09,188096572.91,111314170.58,47938219.45,247003706.98,251472524.04,154783572.96,267722767.92,101564024.25,36969304.83,185252780.23,221003316.77,226284646.03,121064316.91,58907134.07,66219743.81,-66219743.81,41438121.89,-19500292.66,-21937829.24
"December 9, 2012",222760138,135883684.18,86876453.82,44552027.6,18934611.73,159273498.67,133656082.8,89104055.2,150363093.15,64377679.88,8019364.97,137888525.42,84871612.58,168183904.19,24726375.32,29849858.49,-4232442.62,4232442.62,-17820811.04,39651304.56,-21830493.52
"December 10, 2012",284475432,171823160.93,112652271.07,82782350.71,10525590.98,191167490.3,158452815.62,126022616.38,182064276.48,89325285.65,13085869.87,185193506.23,99281925.77,200270704.13,76239415.78,7965312.1,-26740690.61,26740690.61,-18206427.65,13085869.87,5120557.78
"December 11, 2012",166962200,108191505.6,58770694.4,46749416,11687354,108525430,105687072.6,61275127.4,101179093.2,52426130.8,13356976,110695938.6,56266261.4,115871766.8,41072701.2,10017732,-5008866,5008866,-14692673.6,11353429.6,3339244
"December 12,2012",467367062,317342235.1,150024826.9,106559690.14,38791466.15,322015905.72,304255957.36,163111104.64,304723324.42,115439664.31,47204073.26,330428512.83,136938549.17,339308487.01,97679715.96,30378859.03,-26172555.47,26172555.47,-34585162.59,17759948.36,16825214.23
"December 13,2012",469673451,300121335.19,169552115.81,110842934.44,53542773.41,305287743.15,334877170.56,134796280.44,322665660.84,85010894.63,61996895.53,265365499.82,204307951.19,287909825.46,136674974.24,45088651.3,69511670.75,-69511670.75,34755835.37,-51664079.61,16908244.24
"December 16,2012",438960088,319562944.06,119397143.94,71989454.43,38628487.74,328342145.82,304199340.98,134760747.02,309027901.95,93498498.74,36433687.3,334926547.14,104033540.86,347656389.7,50041450.03,41262248.27,-30727206.16,30727206.16,-38628487.74,43457048.71,-4828560.97
"December 17,2012",443706355,328786409.06,114919945.95,63006302.41,23960143.17,356739909.42,329230115.41,114476239.59,348309488.68,72324135.87,22629024.11,328342702.7,115363652.3,365170330.17,53244762.6,24847555.88,887412.71,-887412.71,-16860841.49,19079373.27,-2218531.78
"December 18,2012",451348007,321630589.79,129717417.21,51905020.81,65445461.02,333997525.18,300552637.86,150795369.14,325512182.65,34392718.13,91443106.22,342708541.72,108639465.28,342573137.31,69507593.08,39267276.61,-42155903.85,42155903.85,-17060954.66,-35114874.94,52175829.61
"December 19,2012",562529097,403895891.65,158633205.35,90567184.62,61878200.67,410083711.71,388145076.93,174384020.07,391520251.51,94504888.3,76503957.19,419084177.27,143444919.74,428084642.82,86629480.94,47814973.25,-30939100.34,30939100.34,-36564391.31,7875407.36,28688983.95
"December 20,2012",576738156,400833018.42,175905137.58,89394414.18,51906434.04,436014045.94,414674734.16,162063421.84,430246664.38,89394414.18,57097077.44,386991302.68,189746853.32,441204689.34,88817676.02,46715790.64,27683431.49,-27683431.49,-10958024.96,576738.16,10381286.81
"December 23,2012",409672938,351499380.8,58173557.2,21302992.78,30315797.41,358054147.81,357234801.94,52438136.06,344944613.8,32364162.1,32364162.1,345763959.67,63908978.33,370754008.89,10651496.39,28267432.72,11470842.26,-11470842.26,-25809395.09,21712665.71,4096729.38
"December 24,2012",323023014,258741434.21,64281579.79,32302301.4,22611610.98,268109101.62,249050743.79,73972270.21,247112605.71,48453452.1,27456956.19,268432124.63,54590889.37,289105597.53,16151150.7,17766265.77,-19381380.84,19381380.84,-41992991.82,32302301.4,9690690.42
"December 25,2012",707829049,255526286.69,452302762.31,18403555.27,16280068.13,673853254.65,239246218.56,468582830.44,655449699.37,32560136.25,19819213.37,271806354.82,436022694.18,691548980.87,4246974.29,12033093.83,-32560136.25,32560136.25,-36099281.5,28313161.96,7786119.54
"December 26,2012",360704815,282792574.96,77912240.04,13706782.97,15510307.05,331487724.99,261510990.88,99193824.13,323912923.87,18395945.57,18395945.57,303713454.23,56991360.77,338701821.29,9017620.38,12985373.34,-42202463.36,42202463.36,-14788897.42,9378325.19,5410572.23
"December 27,2012",473445142,324309922.27,149135219.73,86167015.84,49711739.91,337092941.1,313420684,160024458,320522361.13,101790705.53,51132075.34,335199160.54,138245981.46,353663521.07,71016771.3,48764849.63,-21778476.53,21778476.53,-33141159.94,30773934.23,2367225.71
"December 30,2012",346964471,275142825.5,71821645.5,32961624.75,25675370.85,288674439.87,261264246.66,85700224.34,277224612.33,44411452.29,25328406.38,289021404.34,57943066.66,300124267.42,21164832.73,25675370.85,-27757157.68,27757157.68,-22899655.09,23246619.56,-346964.47
"December 31,2012",430919933,317157070.69,113762862.31,65068909.88,45246592.97,321035350.09,296041993.97,134877939.03,305522232.5,75841908.21,49555792.3,338703067.34,92216865.66,336117547.74,54295911.56,40506473.7,-42661073.37,42661073.37,-30595315.24,21545996.65,9049318.59
"January 2,2013",543831828,418750507.56,125081320.44,55470846.46,70698137.64,417662843.9,386120597.88,157711230.12,399716393.58,61996828.39,82118606.03,450836585.41,92995242.59,436153126.06,48944864.52,58733837.42,-64715987.53,64715987.53,-36436732.48,13051963.87,23384768.6
"January 3,2013",558887218,444315338.31,114571879.69,53653172.93,59242045.11,445991999.96,402957684.18,155929533.82,430343157.86,70419789.47,58124270.67,485672992.44,73214225.56,461640842.07,36327669.17,60918706.76,-82715308.26,82715308.26,-31297684.21,34092120.3,-2794436.09
"January 6,2013",476140094,369960853.04,106179240.96,31425246.2,57612951.37,387101896.42,362818751.63,113321342.37,377579094.54,30472966.02,68088033.44,376626814.35,99513279.65,397100838.4,32377526.39,46661729.21,-13808062.73,13808062.73,-19521743.85,-1904560.38,21426304.23
"January 8,2013",629567891,428106165.88,201461725.12,92546479.98,71141171.68,465880239.34,390961660.31,238606230.69,430624437.44,112692652.49,86250801.07,465880239.34,163687651.66,501136041.24,72400307.47,56031542.3,-74918579.03,74918579.03,-70511603.79,40292345.02,30219258.77
"January 9,2013",640975706,426889820.2,214085885.8,119862457.02,53200983.6,467912265.38,410224451.84,230751254.16,423684941.67,146142460.97,71148303.37,442914212.85,198061493.15,511498613.39,94223428.78,35253663.83,-32689761.01,32689761.01,-87813671.72,51919032.19,35894639.54
"January 10,2013",502322304,330025753.73,172296550.27,118548063.74,30139338.24,353634902.02,347104712.06,155217591.94,366695281.92,100464460.8,35162561.28,312946795.39,189375508.61,340574522.11,137133988.99,24613792.9,34157916.67,-34157916.67,26120759.81,-36669528.19,10548768.38
"January 13,2013",409705089,275321819.81,134383269.19,78663377.09,29908471.5,301133240.42,275321819.81,134383269.19,309327342.2,74156621.11,26221125.7,275321819.81,134383269.19,293348843.72,82760427.98,33595817.3,0,0,15978498.47,-8603806.87,-7374691.6
"January 14,2013",364966089,254746330.12,110219758.88,72628251.71,23357829.7,268980007.59,252556533.59,112409555.41,256936126.66,81022471.76,27007490.59,256571160.57,108394928.43,281388854.62,64234031.66,19343202.72,-4014626.98,4014626.98,-24452727.96,16788440.09,7664287.87
"January 15,2013",406833370,270137357.68,136696012.32,92351174.99,27664669.16,286817525.85,258746023.32,148087346.68,270137357.68,103742509.35,32953502.97,281528692.04,125304677.96,303497694.02,80959840.63,22375835.35,-22782668.72,22782668.72,-33360336.34,22782668.72,10577667.62
"January 16,2013",338054565,225482394.86,112572170.15,77076440.82,25354092.38,235285977.24,208241612.04,129812952.96,224468231.16,86541968.64,26706310.64,242385123.11,95669441.9,246103723.32,67610913,24001874.12,-34143511.07,34143511.07,-21635492.16,18931055.64,2704436.52
"January 17,2013",378546602,254761863.15,123784738.85,90094091.28,27633901.95,260818608.78,247948024.31,130598577.69,255518956.35,88579904.87,34447740.78,261575701.98,116970900.02,266118261.21,91986824.29,20441516.51,-13627677.67,13627677.67,-10599304.86,-3406919.42,14006224.27
"January 20,2013",342917072,259588223.5,83328848.5,34977541.34,25718780.4,282220750.26,237298613.82,105618458.18,255130301.57,52123394.94,35663375.49,281534916.11,61382155.89,309654116.02,17488770.67,15774185.31,-44236302.29,44236302.29,-54523814.45,34634624.27,19889190.18
"January 21,2013",406524690,252858357.18,153666332.82,117892160.1,23578432.02,265054097.88,276030264.51,130494425.49,295543449.63,79272314.55,31708925.82,229686449.85,176838240.15,233751696.75,156918530.34,15854462.91,46343814.66,-46343814.66,61791752.88,-77646215.79,15854462.91
"January 22,2013",382881068,204841371.38,178039696.62,102229245.16,24504388.35,256147434.49,187994604.39,194886463.61,242746597.11,116395844.67,23738626.22,221688138.37,161192929.63,269548271.87,88062645.64,25270150.49,-33693533.98,33693533.98,-26801674.76,28333199.03,-1531524.27
"January 23,2013",1016733809,577504803.51,439229005.49,375174775.52,336538890.78,305020142.7,261300588.91,755433220.09,313154013.17,647659436.33,55920359.5,893709018.11,123024790.89,298919739.85,101673380.9,616140688.25,-632408429.2,632408429.2,14234273.33,545986055.43,-560220328.76
27-Jan-13,432430106,278917418.37,153512687.63,112864257.67,87350881.41,232214966.92,205836730.46,226593375.54,218377203.53,191134106.85,22918795.62,351998106.28,80431999.72,246052730.31,34594408.48,151782967.21,-146161375.83,146161375.83,-27675526.78,156539698.37,-128864171.59
28-Jan-13,322284660,198849635.22,123435024.78,92173412.76,15469663.68,214641583.56,197882781.24,124401878.76,217542145.5,86694573.54,18047940.96,199816489.2,122468170.8,211741021.62,97652251.98,12891386.4,-1933707.96,1933707.96,5801123.88,-10957678.44,5156554.56
29-Jan-13,487650202,268207611.1,219442590.9,138492657.37,66808077.67,282349466.96,312583779.48,175066422.52,311120828.88,86801735.96,89727637.17,223831442.72,263818759.28,254065755.24,189695928.58,43888518.18,88752336.76,-88752336.76,57055073.63,-102894192.62,45839118.99
30-Jan-13,273468657,141656764.33,131811892.67,93252812.04,16134650.76,164081194.2,140836358.36,132632298.65,173379128.54,83954877.7,16134650.76,142477170.3,130991486.7,154509791.21,102550746.38,16408119.42,-1640811.94,1640811.94,18869337.33,-18595868.68,-273468.66
31-Jan-13,452335747,299446264.51,152889482.49,83682113.2,52018610.91,316635022.9,294470571.3,157865175.7,313016336.92,85943791.93,53827953.89,304421957.73,147913789.27,320706044.62,81872770.21,50209267.92,-9951386.43,9951386.43,-7689707.7,4071021.72,3618685.98
3-Feb-13,431556131,344381792.54,87174338.46,26324923.99,80700996.5,324530210.51,328845771.82,102710359.18,332729777,21577806.55,77248547.45,359917813.25,71638317.75,316762200.15,31072041.43,83721889.41,-31072041.43,31072041.43,15967576.85,-9494234.88,-6473341.97
4-Feb-13,511373668,363075304.28,148298363.72,86933523.56,59830719.16,364609425.28,349779588.91,161594079.09,357450193.93,103297480.94,50625993.13,376882393.32,134491274.68,371257282.97,70569566.18,69546818.85,-27102804.4,27102804.4,-13807089.04,32727914.75,-18920825.72
5-Feb-13,411365848,307290288.46,104075559.54,64173072.29,47718438.37,299474337.34,294537947.17,116827900.83,279728776.64,89266389.02,42370682.34,320042629.74,91323218.26,319631263.9,38668389.71,53066194.39,-25504682.58,25504682.58,-39902487.26,50597999.3,-10695512.05
6-Feb-13,576125256,412505683.3,163619572.7,85266537.89,68558905.46,421723687.39,424604313.67,151520942.33,457443453.26,80657535.84,38024266.9,400407052.92,175718203.08,386580046.78,90451665.19,99093544.03,24197260.75,-24197260.75,70863406.49,-9794129.35,-61069277.14
7-Feb-13,342993372,232549506.22,110443865.78,68598674.4,47676078.71,226375625.52,214370857.5,128622514.5,231863519.47,86091336.37,25038516.16,250385161.56,92608210.44,221230724.94,51449005.8,70313641.26,-36014304.06,36014304.06,10632794.53,34642330.57,-45275125.1
10-Feb-13,299088368,231494396.83,67593971.17,29310660.06,36488780.9,233288927.04,225811717.84,73276650.16,228264242.46,30327560.52,40496565.03,237476164.19,61612203.81,238373429.3,28114306.59,32600632.11,-11664446.35,11664446.35,-10109186.84,2213253.92,7895932.92
11-Feb-13,270236351,169708428.43,100527922.57,68369796.8,18916544.57,182950009.63,174842919.1,95393431.9,200596443.35,54506672,15133235.66,164303701.41,105932649.59,165114410.46,82422087.06,22699853.48,10539217.69,-10539217.69,35482032.89,-27915415.06,-7566617.83
12-Feb-13,500814235,375610676.25,125203558.75,61099336.67,59096079.73,380618818.6,373607419.31,127206815.69,403155459.18,43070024.21,54588751.62,378114747.43,122699487.58,357581363.79,79128649.13,64104222.08,-4507328.12,4507328.11,45574095.39,-36058624.92,-9515470.47
13-Feb-13,380351382,280318968.53,100032413.47,68843600.14,16355109.43,295152672.43,292109861.38,88241520.62,317277712.32,49323967.22,13749702.46,268147724.31,112203657.69,273092292.28,87861169.24,19397920.48,23962137.07,-23962137.07,44185420.05,-38537202.02,-5648218.02
14-Feb-13,278131525,184957464.13,93174060.88,77042432.43,15853496.93,185513727.18,193857672.93,84273852.08,191354489.2,71757933.45,15019102.35,176057255.33,102074269.68,179672965.15,82048799.88,16409759.98,17800417.6,-17800417.6,11681524.05,-10290866.43,-1390657.63
17-Feb-13,313505863,251745207.99,61760655.01,31037080.44,17556328.33,264912454.24,258328831.11,55177031.89,284663323.6,17869834.19,10972705.21,245161584.87,68344278.13,245161584.87,44517832.55,23826445.59,13167246.25,-13167246.25,39501738.74,-26647998.36,-12853740.38
18-Feb-13,352301835,257884943.22,94416891.78,65528141.31,16558186.25,270567809.28,251191208.36,101110626.65,268806300.11,70108065.17,13387469.73,264578678.09,87723156.92,272329318.46,60595915.62,19376600.93,-13387469.73,13387469.73,-3523018.35,9512149.55,-5989131.2
19-Feb-13,438096230,298781628.86,139314601.14,108647865.04,25409581.34,304038783.62,303162591.16,134933638.84,306229264.77,101200229.13,30666736.1,294838762.79,143257467.21,301848302.47,116533597.18,19714330.35,8323828.37,-8323828.37,4380962.3,-15333368.05,10952405.75
20-Feb-13,327831117,191781203.45,136049913.56,98677166.22,23603840.42,205550110.36,180307114.35,147524002.65,192436865.68,117363539.89,18030711.44,202927461.42,124903655.58,218007692.81,80318623.67,29504800.53,-22620347.07,22620347.07,-25570827.13,37044916.22,-11474089.1
21-Feb-13,295204753,162657818.9,132546934.1,107454530.09,16826670.92,170628347.23,159410566.62,135794186.38,166495480.69,115129853.67,13579418.64,165609866.43,129594886.57,174761213.78,100074411.27,20369127.96,-6199299.81,6199299.81,-8265733.08,15055442.4,-6789709.32
24-Feb-13,233387597,173873759.77,59513837.24,33141038.77,12369542.64,187877015.59,167572294.65,65815302.35,172240046.59,49944945.76,11202604.66,180408612.48,52978984.52,203747372.18,16103744.19,13536480.63,-12836317.84,12836317.84,-31507325.6,33841201.57,-2333875.97
25-Feb-13,262506005,174041481.32,88464523.69,62213923.19,17325396.33,182966685.49,176141529.36,86364475.65,186379263.55,64576477.23,11550264.22,171678927.27,90827077.73,179816613.43,59588863.14,23100528.44,4462602.09,-4462602.08,6562650.12,4987614.09,-11550264.22
26-Feb-13,204417451,146976147.27,57441303.73,26778686.08,18806405.49,158832359.43,147589399.62,56828051.38,159241194.33,28414025.69,16762230.98,146362894.92,58054556.08,158423524.53,25143346.47,20850580,1226504.71,-1226504.71,817669.8,3270679.22,-4088349.02
27-Feb-13,261771499,160989471.89,100782027.12,67013503.74,15182746.94,179575248.31,171198560.35,90572938.65,188213707.78,53139614.3,20418176.92,150780383.42,110991115.58,171198560.35,80625621.69,9947316.96,20418176.92,-20418176.92,17015147.44,-27486007.4,10470859.96
28-Feb-13,312218301,193887564.92,118330736.08,82737849.77,13737605.24,215742845.99,199195276.04,113023024.96,223860521.82,71497990.93,16859788.25,188579853.8,123638447.2,207625170.17,94289926.9,10303203.93,10615422.23,-10615422.23,16235351.65,-22791935.97,6556584.32
3-Mar-13,231747093,171724595.91,60022497.09,26650915.7,23869950.58,181226226.73,172883331.38,58863761.62,184007191.84,18771514.53,28968386.63,170334113.36,61412979.65,178677008.7,34530316.86,18539767.44,2549218.02,-2549218.02,5330183.14,-15758802.32,10428619.19
4-Mar-13,472151247,296038831.87,176112415.13,116149206.76,34939192.28,321062847.96,311147671.77,161003575.23,322479301.7,109066938.06,40605007.24,281402143.21,190749103.79,320118545.47,122759324.22,29273377.31,29745528.56,-29745528.56,2360756.24,-13692386.16,11331629.93
5-Mar-13,294755281,169484286.58,125270994.43,71330778,28001751.7,195422751.3,168600020.73,126155260.27,214287089.29,54529726.99,25938464.73,170368552.42,124386728.58,176558413.32,88426584.3,29770283.38,-1768531.69,1768531.69,37728675.97,-33896857.32,-3831818.65
6-Mar-13,375056225,156398445.83,218657779.18,138395747.03,57008546.2,179651931.78,138395747.03,236660477.98,163149457.88,118517767.1,93389000.03,174401144.63,200655080.38,196154405.68,157898670.73,21003148.6,-36005397.6,36005397.6,-33004947.8,-39380903.63,72385851.43
7-Mar-13,373661148,187204235.15,186456912.85,118076922.77,37739775.95,217844449.28,174499756.12,199161391.88,209623904.03,129286757.21,34750486.76,200282375.33,173378772.67,226064994.54,107240749.48,40355403.98,-25782619.21,25782619.21,-16441090.51,22046007.73,-5604917.22
10-Mar-13,193918292,145438719,48479573,31414763.3,18422237.74,144081290.96,148541411.67,45376880.33,146020473.88,34129619.39,13768198.73,142336026.33,51582265.67,142336026.33,28699907.22,22882358.46,6205385.34,-6205385.34,3684447.55,5429712.18,-9114159.72
11-Mar-13,362921919,175654208.8,187267710.2,120127155.19,24315768.57,218478995.24,154604737.49,208317181.51,230818340.48,115409170.24,16694408.27,196340758.18,166581160.82,206139649.99,125208062.06,31574206.95,-41736020.69,41736020.69,24678690.49,-9798891.81,-14879798.68
12-Mar-13,305109397,196185342.27,108924054.73,79023333.82,10983938.29,215102124.89,204118186.59,100991210.41,230662704.13,63157645.18,11289047.69,188557607.35,116551789.65,199541545.64,94889022.47,10678828.9,15560579.25,-15560579.25,31121158.49,-31731377.29,610218.79
13-Mar-13,307997368,177705423.5,130291944.5,89139340.5,21472158,197385869.5,203620673,104376695,220879377,61299229,25818762,151790174,156207194,173892362,116979452,17125554,51830499,-51830499,46987015,-55680223,8693208
14-Mar-13,371546093,161994096.55,209551996.45,162365642.64,27122864.79,182057585.57,191717783.99,179828309.01,204721897.24,131898863.02,34925332.74,131898863.02,239647229.99,159616201.55,192423721.56,19506169.88,59818920.97,-59818920.97,45105695.69,-60524858.55,15419162.86
17-Mar-13,149267808,116578158.05,32689649.95,19852618.46,9105336.29,120309853.25,120906924.48,28360883.52,122056286.6,17538967.44,9672553.96,112398659.42,36869148.58,118623127.02,22196123.05,8448557.93,8508265.06,-8508265.06,3433159.58,-4657155.61,1223996.03
18-Mar-13,255120687,150266084.64,104854602.36,79342533.66,16582844.66,159450429.38,156388981.13,98731705.87,166517272.4,70234725.13,18368689.46,144398308.84,110722378.16,152256026,88220733.56,14643927.43,11990672.29,-11990672.29,14261246.4,-17986008.43,3724762.03
19-Mar-13,291447000,160295850,131151150,100257768,12240774,178948458,166999131,124447869,196435278,83936736,11074986,153301122,138145878,161753085,116287353,13406562,13698009,-13698009,34682193,-32350617,-2331576
20-Mar-13,221557182,132048080.47,89509101.53,74221655.97,14622774.01,132712752.02,137808567.2,83748614.8,132712752.02,74221655.97,14622774.01,126066036.56,95491145.44,125401365.01,80203699.88,15952117.1,11742530.65,-11742530.65,7311387.01,-5982043.91,-1329343.09
21-Mar-13,257339718,159550625.16,97789092.84,57901436.55,22131215.75,177307065.7,171645591.91,85694126.09,192490109.06,35512881.08,29336727.85,147712998.13,109626719.87,162381362.06,80032652.3,14925703.64,23932593.77,-23932593.77,30108747.01,-44519771.21,14411024.21
24-Mar-13,281529814,171733186.54,109796627.46,22803914.93,15484139.77,243241759.3,166102590.26,115427223.74,250561534.46,11824252.19,19144027.35,177645312.63,103884501.37,236203513.95,34065107.49,11261192.56,-11542722.37,11542722.37,14358020.51,-22240855.31,7882834.79
25-Mar-13,211555689,133491639.76,78064049.24,59235592.92,9520006.01,142800090.08,150627650.57,60928038.43,153589430.21,42945804.87,15020453.92,116355628.95,95200060.05,132222305.63,75525380.97,3808002.4,34272021.62,-34272021.62,21367124.59,-32579576.11,11212451.52
26-Mar-13,226204417,137306081.12,88898335.88,68992347.19,12893651.77,144318418.05,145449440.13,80754976.87,148842506.39,58586944,18548762.19,129162722.11,97041694.89,139568125.29,79171545.95,7238541.34,16286718.02,-16286718.02,9274381.1,-20584601.95,11310220.85
27-Mar-13,294389690,148961183.14,145428506.86,111868082.2,13836315.43,168685292.37,158970432.6,135419257.4,179872100.59,99798104.91,14719484.5,138951933.68,155437756.32,157204094.46,124232449.18,12953146.36,20018498.92,-20018498.92,22668006.13,-24434344.27,1766338.14
28-Mar-13,16967224042,627787289.55,16339436752.45,7312873562.1,8534513693.13,1119836786.77,169672240.42,16797551801.58,203606688.5,101803344.25,16661814009.24,1102869562.73,15864354479.27,2053034109.08,14523943779.95,390246152.97,-933197322.31,933197322.31,-1849427420.58,-14422140435.7,16271567856.28
31-Mar-13,220956283,163065736.85,57890546.15,26072841.39,13257376.98,181626064.63,169252512.78,51703770.22,184277540.02,22537540.87,14141202.11,156878960.93,64077322.07,178974589.23,29608141.92,12373551.85,12373551.85,-12373551.85,5302950.79,-7070601.06,1767650.26
1-Apr-13,221222101,144900476.16,76321624.85,41810977.09,12830881.86,166580242.05,156182803.31,65039297.69,165252909.45,45129308.6,10839882.95,133618149,87603952,167907574.66,38492645.57,14821880.77,22564654.3,-22564654.3,-2654665.21,6636663.03,-3981997.82
2-Apr-13,250027714,149266545.26,100761168.74,71007870.78,16501829.12,162518014.1,150016628.4,100011085.6,169268762.38,60756734.5,20002217.12,148516462.12,101511251.88,156017293.54,81008979.34,13001441.13,1500166.28,-1500166.28,13251468.84,-20252244.83,7000775.99
3-Apr-13,253656093,162086243.43,91569849.57,60623806.23,15980333.86,177051952.91,174261735.89,79394357.11,185422603.98,50477562.51,17755926.51,149657094.87,103998998.13,168681301.85,71023706.04,13951085.12,24604641.02,-24604641.02,16741302.14,-20546143.53,3804841.4
4-Apr-13,208707544,133990243.25,74717300.75,42158923.89,22122999.66,144425620.45,133572828.16,75134715.84,148599771.33,35271574.94,25044905.28,134198950.79,74508593.21,140460177.11,49046272.84,19409801.59,-626122.63,626122.63,8139594.22,-13774697.9,5635103.69
7-Apr-13,131933351,91165945.54,40767405.46,19790002.65,6332800.85,105810547.5,86944078.31,44989272.69,117466859.06,9670714.63,4795777.31,95255879.42,36677471.58,94200412.61,29816937.33,7916001.06,-8311801.11,8311801.11,23266446.45,-20146222.7,-3120223.75
